Molecule,Natty (CCSD_T_DZ),Ref - Nat (CCSD_T_DZ),Ref (CCSD_T_TZ),Red (CCSD_T_DZ),Ref - Red (CCSD_T_DZ),Nat - Red CCSD_T_DZ,"Natty (B3LYP_6-31G_2df,p_)","Ref - Nat (B3LYP_6-31G_2df,p_)","Red (B3LYP_6-31G_2df,p_)","Ref - Red (B3LYP_6-31G_2df,p_)","Nat - Red B3LYP_6-31G_2df,p_"
CHCHCHCHS (1.100) mode 14,1279.20,-0.30,1278.90,1279.19,-0.30,0.01,1278.88,0.01,1278.88,0.01,0.00
CHCHCHCHS (1.100) mode 15,1397.21,-1.13,1396.08,1397.22,-1.14,-0.01,1396.30,-0.22,1396.31,-0.23,-0.02
CHCHCHCHS (1.100) mode 16,1440.39,2.21,1442.59,1440.39,2.21,-0.00,1442.23,0.36,1442.22,0.38,0.02
CHCHCHCHS (1.100) mode 17,1544.78,0.62,1545.40,1544.77,0.62,0.00,1545.30,0.10,1545.30,0.09,-0.01
CHCHCHCHS (1.100) mode 18,3213.82,0.00,3213.82,3213.81,0.01,0.00,3213.83,-0.01,3213.78,0.04,0.05
CHCHCHCHS (1.100) mode 19,3227.81,-0.00,3227.81,3227.80,0.01,0.01,3227.83,-0.02,3227.88,-0.07,-0.05
CHCHCHCHS (1.100) mode 20,3256.06,-0.00,3256.05,3256.06,-0.01,-0.00,3256.03,0.02,3256.02,0.03,0.01
CHCHCHCHS (1.100) mode 21,3259.28,0.02,3259.29,3259.29,0.01,-0.01,3259.23,0.06,3259.24,0.05,-0.01
CH3OH (1.101) mode 1,304.14,-0.03,304.11,304.15,-0.04,-0.01,304.29,-0.19,304.29,-0.19,-0.00
CH3OH (1.101) mode 2,1065.66,-0.64,1065.02,1065.28,-0.27,0.37,1065.47,-0.45,1065.61,-0.59,-0.14
CH3OH (1.101) mode 3,1095.22,0.32,1095.54,1095.62,-0.08,-0.40,1095.40,0.14,1095.31,0.22,0.09
CH3OH (1.101) mode 4,1179.64,-0.02,1179.62,1179.64,-0.02,0.00,1179.68,-0.06,1179.78,-0.15,-0.10
CH3OH (1.101) mode 5,1393.81,0.07,1393.88,1393.75,0.14,0.06,1393.94,-0.06,1394.05,-0.17,-0.11
CH3OH (1.101) mode 6,1487.73,-0.08,1487.64,1487.64,0.01,0.09,1487.54,0.10,1487.57,0.07,-0.03
CH3OH (1.101) mode 7,1507.72,-0.06,1507.67,1507.75,-0.08,-0.03,1507.63,0.04,1507.55,0.12,0.08
CH3OH (1.101) mode 8,1523.16,0.07,1523.24,1523.28,-0.04,-0.11,1523.17,0.07,1523.02,0.21,0.15
CH3OH (1.101) mode 9,3009.32,-0.03,3009.29,3009.36,-0.07,-0.04,3009.28,0.00,3009.25,0.04,0.04
CH3OH (1.101) mode 10,3064.47,0.02,3064.49,3064.44,0.04,0.03,3064.48,0.01,3064.51,-0.02,-0.02
CH3OH (1.101) mode 11,3127.99,0.11,3128.11,3127.98,0.12,0.01,3128.06,0.05,3128.06,0.04,-0.01
CH3OH (1.101) mode 12,3864.97,0.01,3864.98,3864.97,0.01,0.00,3864.97,0.01,3864.97,0.01,0.00
Propene (1.102) mode 1,199.47,-0.04,199.43,199.48,-0.04,-0.00,199.55,-0.12,199.55,-0.11,0.01
Propene (1.102) mode 2,418.14,-0.06,418.07,418.14,-0.06,0.00,418.11,-0.03,418.11,-0.03,0.00
Propene (1.102) mode 3,582.67,-0.02,582.65,582.67,-0.02,-0.00,582.96,-0.32,582.94,-0.29,0.02
Propene (1.102) mode 4,925.26,-0.02,925.24,925.26,-0.02,-0.00,925.34,-0.10,925.34,-0.10,-0.00
Propene (1.102) mode 5,932.84,-1.90,930.94,932.77,-1.83,0.07,931.54,-0.60,931.51,-0.57,0.03
Propene (1.102) mode 6,941.12,1.26,942.38,941.19,1.19,-0.07,942.41,-0.03,942.41,-0.03,-0.00
Propene (1.102) mode 7,1014.28,-0.02,1014.26,1014.28,-0.02,0.01,1015.00,-0.74,1014.80,-0.54,0.20
Propene (1.102) mode 8,1067.98,0.01,1067.99,1067.99,0.00,-0.01,1067.13,0.86,1067.43,0.57,-0.30
Propene (1.102) mode 9,1191.66,-0.02,1191.64,1191.67,-0.03,-0.01,1191.73,-0.09,1191.78,-0.14,-0.04
Propene (1.102) mode 10,1320.86,-0.57,1320.29,1320.87,-0.59,-0.01,1320.48,-0.19,1320.47,-0.19,0.01
Propene (1.102) mode 11,1408.08,0.02,1408.10,1408.01,0.09,0.06,1408.43,-0.33,1408.38,-0.28,0.05
Propene (1.102) mode 12,1456.25,-0.42,1455.83,1456.23,-0.40,0.02,1455.67,0.17,1455.56,0.27,0.10
Propene (1.102) mode 13,1488.18,-0.04,1488.14,1488.17,-0.03,0.00,1488.05,0.09,1487.98,0.17,0.08
Propene (1.102) mode 14,1501.50,0.16,1501.66,1501.56,0.10,-0.06,1501.48,0.17,1501.62,0.04,-0.14
Propene (1.102) mode 15,1695.53,0.86,1696.39,1695.53,0.86,-0.00,1695.99,0.39,1696.00,0.39,-0.00
Propene (1.102) mode 16,3029.47,0.01,3029.48,3029.48,0.00,-0.00,3029.46,0.02,3029.46,0.02,0.00
Propene (1.102) mode 17,3089.74,0.06,3089.80,3089.76,0.04,-0.03,3089.77,0.03,3089.80,0.00,-0.03
Propene (1.102) mode 18,3113.23,-0.05,3113.17,3113.22,-0.04,0.01,3113.23,-0.06,3113.23,-0.05,0.00
Propene (1.102) mode 19,3138.13,0.06,3138.19,3138.11,0.08,0.02,3138.28,-0.09,3138.27,-0.08,0.02
Propene (1.102) mode 20,3151.66,-0.00,3151.66,3151.65,0.00,0.01,3151.49,0.16,3151.48,0.18,0.01
Propene (1.102) mode 21,3230.23,0.04,3230.27,3230.22,0.05,0.01,3230.27,0.01,3230.26,0.01,0.00
H2COCH2 (1.103) mode 1,816.40,-0.14,816.26,816.32,-0.06,0.08,816.34,-0.08,816.37,-0.10,-0.03
H2COCH2 (1.103) mode 2,850.00,-0.08,849.93,849.98,-0.05,0.02,850.18,-0.25,850.17,-0.24,0.01
H2COCH2 (1.103) mode 3,900.18,-0.50,899.68,900.23,-0.56,-0.06,899.72,-0.05,899.71,-0.03,0.02
H2COCH2 (1.103) mode 4,1052.17,-0.17,1052.00,1052.04,-0.04,0.13,1052.01,-0.01,1052.04,-0.04,-0.03
H2COCH2 (1.103) mode 5,1156.62,0.05,1156.67,1156.73,-0.06,-0.11,1156.71,-0.04,1156.73,-0.06,-0.02
H2COCH2 (1.103) mode 6,1157.94,-0.02,1157.92,1157.86,0.06,0.08,1158.09,-0.17,1158.29,-0.37,-0.19
H2COCH2 (1.103) mode 7,1175.01,0.06,1175.07,1175.07,-0.01,-0.06,1175.06,0.01,1174.99,0.07,0.06
H2COCH2 (1.103) mode 8,1176.43,0.14,1176.57,1176.55,0.03,-0.12,1176.57,0.00,1176.57,0.01,0.00
H2COCH2 (1.103) mode 9,1300.83,-0.70,1300.14,1301.04,-0.91,-0.21,1300.02,0.11,1299.87,0.27,0.16
H2COCH2 (1.103) mode 10,1513.26,0.01,1513.26,1513.20,0.06,0.06,1513.13,0.13,1513.14,0.12,-0.01
H2COCH2 (1.103) mode 11,1549.12,0.83,1549.96,1548.95,1.00,0.17,1549.95,0.01,1549.95,0.01,0.00
H2COCH2 (1.103) mode 12,3109.13,0.01,3109.14,3109.12,0.01,0.00,3109.11,0.03,3109.10,0.03,0.00
H2COCH2 (1.103) mode 13,3117.40,0.02,3117.42,3117.40,0.02,-0.00,3117.36,0.06,3117.39,0.02,-0.04
H2COCH2 (1.103) mode 14,3196.11,0.00,3196.11,3196.02,0.08,0.08,3196.14,-0.03,3196.11,0.00,0.03
H2COCH2 (1.103) mode 15,3210.75,0.01,3210.77,3210.84,-0.07,-0.08,3210.76,0.00,3210.76,0.00,-0.00
HCN (1.104) mode 1,716.01,0.00,716.01,716.01,0.00,0.00,716.01,0.00,716.01,0.00,-0.00
HCN (1.104) mode 2,716.01,0.00,716.01,716.01,0.00,0.00,716.01,-0.00,716.01,-0.00,0.00
HCN (1.104) mode 3,2111.41,-0.03,2111.38,2111.41,-0.03,-0.00,2111.39,-0.01,2111.39,-0.01,0.00
HCN (1.104) mode 4,3443.41,0.02,3443.43,3443.41,0.02,0.00,3443.42,0.00,3443.42,0.00,-0.00
CH2 (2.2) mode 1,1105.83,-0.06,1105.77,1105.83,-0.06,0.00,1105.94,-0.17,1105.94,-0.18,-0.00
CH2 (2.2) mode 2,3139.20,0.02,3139.22,3139.20,0.02,-0.00,3139.16,0.06,3139.16,0.06,0.00
CH2 (2.2) mode 3,3365.40,0.00,3365.40,3365.40,0.00,-0.00,3365.40,0.00,3365.40,0.00,0.00
HCC (2.3) mode 1,316.56,0.00,316.56,316.56,0.00,-0.00,316.56,0.00,316.56,0.00,-0.00
HCC (2.3) mode 2,316.56,0.00,316.56,316.56,0.00,-0.00,316.56,-0.00,316.56,-0.00,-0.00
HCC (2.3) mode 3,2009.57,-0.00,2009.57,2009.57,-0.00,0.00,2009.58,-0.00,2009.58,-0.00,-0.00
HCC (2.3) mode 4,3454.28,0.00,3454.28,3454.28,0.00,-0.00,3454.28,0.00,3454.28,0.00,0.00
CHO (2.4) mode 1,1122.84,-0.14,1122.70,1122.84,-0.14,0.00,1122.70,-0.00,1122.70,-0.00,-0.00
CHO (2.4) mode 2,1888.34,0.04,1888.38,1888.34,0.04,0.00,1888.38,-0.01,1888.38,-0.01,0.00
CHO (2.4) mode 3,2691.39,0.03,2691.42,2691.39,0.03,-0.00,2691.42,0.00,2691.42,0.00,-0.00
H2CCH (2.5) mode 1,726.06,-0.06,726.00,726.06,-0.06,-0.00,726.16,-0.16,726.15,-0.15,0.01
H2CCH (2.5) mode 2,806.33,-0.21,806.12,806.33,-0.21,-0.00,806.23,-0.11,806.23,-0.11,0.00
H2CCH (2.5) mode 3,914.60,0.19,914.78,914.60,0.19,0.00,914.69,0.10,914.69,0.10,-0.00
H2CCH (2.5) mode 4,1070.95,-0.02,1070.93,1070.95,-0.02,0.00,1070.98,-0.05,1070.99,-0.06,-0.01
H2CCH (2.5) mode 5,1396.92,-0.94,1395.98,1396.92,-0.94,-0.00,1396.71,-0.73,1396.71,-0.73,0.00
H2CCH (2.5) mode 6,1613.26,0.77,1614.03,1613.26,0.77,0.00,1613.39,0.65,1613.38,0.65,0.00
H2CCH (2.5) mode 7,3074.65,-0.17,3074.49,3074.64,-0.16,0.01,3074.47,0.01,3074.47,0.01,0.00
H2CCH (2.5) mode 8,3178.70,0.20,3178.90,3178.71,0.18,-0.01,3178.90,0.00,3178.90,0.00,0.00
H2CCH (2.5) mode 9,3246.52,0.01,3246.53,3246.52,0.01,0.00,3246.50,0.03,3246.50,0.03,-0.00
H3CCO (2.6) mode 1,98.56,-0.04,98.52,98.56,-0.04,0.00,98.64,-0.12,98.60,-0.07,0.05
H3CCO (2.6) mode 2,466.50,-0.03,466.47,466.50,-0.03,-0.00,466.70,-0.22,466.70,-0.22,0.00
H3CCO (2.6) mode 3,862.24,-1.22,861.02,862.18,-1.16,0.06,861.92,-0.89,861.89,-0.86,0.03
H3CCO (2.6) mode 4,954.80,-0.09,954.71,954.81,-0.10,-0.01,954.85,-0.13,955.02,-0.31,-0.17
H3CCO (2.6) mode 5,1049.86,0.55,1050.41,1049.94,0.47,-0.09,1050.30,0.11,1050.38,0.03,-0.07
H3CCO (2.6) mode 6,1355.65,0.20,1355.85,1355.63,0.22,0.02,1355.70,0.15,1355.60,0.24,0.10
H3CCO (2.6) mode 7,1467.63,-0.02,1467.61,1467.62,-0.01,0.01,1467.52,0.09,1467.41,0.20,0.11
H3CCO (2.6) mode 8,1468.73,-0.07,1468.66,1468.72,-0.06,0.01,1468.59,0.07,1468.64,0.01,-0.05
H3CCO (2.6) mode 9,1899.27,0.05,1899.32,1899.27,0.05,0.00,1899.20,0.12,1899.20,0.11,-0.00
H3CCO (2.6) mode 10,3039.43,-0.06,3039.37,3039.45,-0.07,-0.02,3039.41,-0.04,3039.39,-0.02,0.02
H3CCO (2.6) mode 11,3137.25,0.15,3137.39,3137.24,0.16,0.01,3137.29,0.11,3137.26,0.13,0.03
H3CCO (2.6) mode 12,3143.07,0.01,3143.08,3143.06,0.02,0.01,3143.08,0.00,3143.12,-0.04,-0.04
CH2OH (2.7) mode 1,432.57,-0.46,432.11,432.56,-0.45,0.01,432.22,-0.11,432.23,-0.13,-0.02
CH2OH (2.7) mode 2,619.89,0.20,620.09,619.92,0.17,-0.03,620.12,-0.03,620.15,-0.06,-0.03
CH2OH (2.7) mode 3,1064.95,-0.20,1064.75,1064.94,-0.19,0.01,1064.88,-0.13,1064.88,-0.13,-0.00
CH2OH (2.7) mode 4,1209.49,-0.28,1209.21,1209.49,-0.28,-0.00,1209.22,-0.00,1209.21,0.00,0.01
CH2OH (2.7) mode 5,1383.62,0.12,1383.73,1383.62,0.12,0.00,1383.73,0.00,1383.74,-0.00,-0.01
CH2OH (2.7) mode 6,1498.53,0.24,1498.77,1498.53,0.24,-0.00,1498.73,0.04,1498.71,0.06,0.02
CH2OH (2.7) mode 7,3139.51,0.01,3139.51,3139.50,0.01,0.00,3139.49,0.02,3139.50,0.01,-0.01
CH2OH (2.7) mode 8,3280.02,0.00,3280.03,3280.02,0.01,0.00,3280.01,0.02,3280.01,0.02,0.00
CH2OH (2.7) mode 9,3861.95,0.01,3861.95,3861.94,0.01,0.00,3861.95,0.01,3861.94,0.01,0.01
SiH2 (2.9) mode 1,890.15,-0.00,890.15,890.15,-0.00,0.00,890.20,-0.04,890.20,-0.04,-0.00
SiH2 (2.9) mode 2,2189.75,-0.00,2189.75,2189.75,0.00,0.00,2189.73,0.02,2189.73,0.02,0.00
SiH2 (2.9) mode 3,2249.86,0.00,2249.86,2249.86,-0.00,-0.00,2249.86,0.00,2249.86,0.00,-0.00
SiH3 (2.10) mode 1,778.76,-0.04,778.72,778.73,-0.01,0.03,778.78,-0.06,778.78,-0.06,-0.00
SiH3 (2.10) mode 2,943.16,0.02,943.18,943.18,-0.00,-0.02,943.18,0.01,943.19,-0.00,-0.01
SiH3 (2.10) mode 3,943.18,-0.00,943.18,943.18,-0.00,-0.00,943.19,-0.01,943.19,-0.00,0.00
SiH3 (2.10) mode 4,2217.24,0.01,2217.25,2217.25,0.00,-0.01,2217.22,0.03,2217.23,0.02,-0.01
SiH3 (2.10) mode 5,2250.40,0.00,2250.39,2250.39,0.00,0.00,2250.39,0.00,2250.39,0.00,-0.00
SiH3 (2.10) mode 6,2250.40,-0.00,2250.40,2250.40,0.00,0.00,2250.41,-0.02,2250.39,0.00,0.02
PH2 (2.11) mode 1,1128.14,-0.01,1128.13,1128.14,-0.01,0.00,1128.14,-0.01,1128.14,-0.01,0.00
PH2 (2.11) mode 2,2389.74,0.00,2389.74,2389.74,0.00,0.00,2389.74,0.00,2389.74,0.00,0.00
PH2 (2.11) mode 3,2397.35,0.00,2397.35,2397.35,0.00,-0.00,2397.35,0.00,2397.35,0.00,-0.00
NO2 (2.14) mode 1,758.22,-0.01,758.21,758.22,-0.01,0.00,758.27,-0.06,758.26,-0.06,0.00
NO2 (2.14) mode 2,1350.20,0.01,1350.21,1350.20,0.01,-0.00,1350.18,0.03,1350.18,0.03,-0.00
NO2 (2.14) mode 3,1679.70,0.00,1679.70,1679.70,0.00,-0.00,1679.70,0.00,1679.70,0.00,0.00
NH2 (2.15) mode 1,1557.90,-0.15,1557.74,1557.90,-0.15,-0.00,1557.77,-0.03,1557.77,-0.03,0.00
NH2 (2.15) mode 2,3364.74,0.07,3364.81,3364.73,0.08,0.01,3364.79,0.01,3364.79,0.01,0.00
NH2 (2.15) mode 3,3457.67,0.00,3457.67,3457.68,-0.01,-0.01,3457.67,0.00,3457.67,0.00,-0.00
H3CCH2 (2.16) mode 1,128.57,-0.16,128.41,128.57,-0.16,0.00,128.71,-0.30,128.69,-0.28,0.01
H3CCH2 (2.16) mode 2,469.61,-0.13,469.48,469.61,-0.13,0.00,469.51,-0.03,469.51,-0.03,-0.00
H3CCH2 (2.16) mode 3,809.12,-0.03,809.09,809.12,-0.03,0.00,809.15,-0.06,809.18,-0.09,-0.03
H3CCH2 (2.16) mode 4,987.54,-0.12,987.41,987.54,-0.12,0.00,987.53,-0.12,987.60,-0.18,-0.06
H3CCH2 (2.16) mode 5,1070.48,-0.57,1069.91,1070.48,-0.58,-0.00,1070.41,-0.50,1070.41,-0.50,0.00
H3CCH2 (2.16) mode 6,1200.89,-0.02,1200.87,1200.90,-0.03,-0.01,1200.89,-0.02,1200.93,-0.06,-0.04
H3CCH2 (2.16) mode 7,1403.63,-0.21,1403.42,1403.59,-0.17,0.05,1403.50,-0.08,1403.37,0.05,0.13
H3CCH2 (2.16) mode 8,1480.37,-0.40,1479.97,1480.31,-0.34,0.06,1482.27,-2.29,1483.12,-3.15,-0.86
H3CCH2 (2.16) mode 9,1492.35,-0.05,1492.29,1492.05,0.25,0.30,1490.44,1.86,1489.87,2.43,0.57
H3CCH2 (2.16) mode 10,1492.43,0.93,1493.37,1492.83,0.54,-0.39,1492.48,0.89,1492.24,1.13,0.24
H3CCH2 (2.16) mode 11,2984.06,-0.64,2983.42,2984.06,-0.63,0.01,2983.57,-0.14,2983.57,-0.15,0.00
H3CCH2 (2.16) mode 12,3064.23,0.70,3064.93,3064.24,0.69,-0.01,3064.71,0.21,3064.75,0.18,-0.04
H3CCH2 (2.16) mode 13,3108.77,0.03,3108.80,3108.77,0.03,-0.00,3108.82,-0.02,3108.79,0.01,0.02
H3CCH2 (2.16) mode 14,3157.22,0.02,3157.24,3157.22,0.02,0.00,3157.24,0.00,3157.22,0.02,0.01
H3CCH2 (2.16) mode 15,3260.34,0.01,3260.35,3260.34,0.01,-0.00,3260.34,0.00,3260.34,0.00,-0.00
C(CH3)3 (2.18) mode 1,132.76,-0.04,132.72,132.76,-0.05,-0.00,132.86,-0.14,132.85,-0.13,0.02
C(CH3)3 (2.18) mode 2,147.81,-0.15,147.66,147.80,-0.14,0.02,147.84,-0.19,147.91,-0.25,-0.07
C(CH3)3 (2.18) mode 3,147.86,-0.15,147.71,147.86,-0.15,0.00,148.12,-0.40,148.43,-0.72,-0.31
C(CH3)3 (2.18) mode 4,261.25,-0.03,261.22,261.25,-0.03,-0.01,261.32,-0.10,261.31,-0.09,0.01
C(CH3)3 (2.18) mode 5,367.04,0.01,367.05,367.04,0.01,-0.00,367.06,-0.00,367.09,-0.04,-0.03
C(CH3)3 (2.18) mode 6,367.04,0.02,367.06,367.04,0.02,-0.00,367.11,-0.05,367.18,-0.11,-0.07
C(CH3)3 (2.18) mode 7,768.03,-0.15,767.88,768.03,-0.16,-0.00,767.97,-0.09,767.96,-0.09,0.00
C(CH3)3 (2.18) mode 8,934.10,-0.32,933.78,934.10,-0.32,-0.01,933.92,-0.14,934.13,-0.35,-0.21
C(CH3)3 (2.18) mode 9,934.16,-0.31,933.85,934.16,-0.32,-0.00,933.96,-0.12,934.65,-0.81,-0.69
C(CH3)3 (2.18) mode 10,964.13,-0.02,964.11,964.13,-0.03,-0.00,964.18,-0.07,964.28,-0.17,-0.10
C(CH3)3 (2.18) mode 11,1014.65,-0.74,1013.91,1014.61,-0.70,0.04,1014.76,-0.85,1014.77,-0.85,-0.01
C(CH3)3 (2.18) mode 12,1014.67,-0.70,1013.96,1014.64,-0.68,0.02,1014.79,-0.83,1015.44,-1.48,-0.65
C(CH3)3 (2.18) mode 13,1105.35,-0.07,1105.28,1105.35,-0.07,0.00,1105.36,-0.08,1105.43,-0.14,-0.07
C(CH3)3 (2.18) mode 14,1305.20,-1.33,1303.87,1305.48,-1.61,-0.28,1304.73,-0.86,1304.61,-0.74,0.12
C(CH3)3 (2.18) mode 15,1305.23,-1.32,1303.90,1305.49,-1.58,-0.26,1305.19,-1.29,1305.49,-1.59,-0.30
C(CH3)3 (2.18) mode 16,1396.70,1.04,1397.74,1396.42,1.32,0.28,1396.36,1.38,1395.99,1.75,0.37
C(CH3)3 (2.18) mode 17,1396.72,1.05,1397.77,1396.44,1.33,0.28,1396.81,0.96,1398.24,-0.47,-1.43
C(CH3)3 (2.18) mode 18,1419.96,-0.11,1419.84,1419.95,-0.10,0.01,1419.98,-0.14,1419.83,0.01,0.15
C(CH3)3 (2.18) mode 19,1474.24,0.03,1474.27,1474.33,-0.06,-0.09,1474.20,0.07,1474.21,0.06,-0.01
C(CH3)3 (2.18) mode 20,1477.60,0.07,1477.67,1477.57,0.10,0.03,1477.62,0.05,1478.16,-0.49,-0.54
C(CH3)3 (2.18) mode 21,1477.72,-0.00,1477.72,1477.62,0.09,0.10,1477.74,-0.02,1479.25,-1.54,-1.51
C(CH3)3 (2.18) mode 22,1496.28,0.07,1496.35,1495.58,0.78,0.70,1496.21,0.14,1494.99,1.36,1.22
C(CH3)3 (2.18) mode 23,1497.20,0.52,1497.72,1497.29,0.43,-0.09,1497.34,0.38,1495.35,2.37,1.99
C(CH3)3 (2.18) mode 24,1497.22,0.52,1497.74,1498.00,-0.26,-0.78,1497.44,0.30,1496.58,1.16,0.86
C(CH3)3 (2.18) mode 25,2948.54,-0.64,2947.90,2948.53,-0.63,0.01,2947.92,-0.02,2947.86,0.03,0.06
C(CH3)3 (2.18) mode 26,2948.56,-0.64,2947.92,2948.55,-0.64,0.00,2948.06,-0.15,2948.03,-0.11,0.04
C(CH3)3 (2.18) mode 27,2954.77,-0.70,2954.07,2954.78,-0.71,-0.01,2954.23,-0.16,2954.36,-0.29,-0.12
C(CH3)3 (2.18) mode 28,3052.11,0.72,3052.82,3052.08,0.74,0.03,3052.30,0.53,3052.40,0.42,-0.11
C(CH3)3 (2.18) mode 29,3052.13,0.71,3052.84,3052.10,0.74,0.03,3052.78,0.06,3052.68,0.16,0.10
C(CH3)3 (2.18) mode 30,3053.52,0.76,3054.29,3053.58,0.71,-0.06,3054.46,-0.17,3054.34,-0.06,0.12
C(CH3)3 (2.18) mode 31,3097.99,0.03,3098.03,3097.14,0.88,0.85,3098.05,-0.03,3097.95,0.08,0.10
C(CH3)3 (2.18) mode 32,3102.29,0.03,3102.33,3102.30,0.03,-0.00,3102.27,0.06,3102.28,0.04,-0.02
C(CH3)3 (2.18) mode 33,3102.30,0.04,3102.34,3103.18,-0.85,-0.88,3102.29,0.05,3102.38,-0.04,-0.10
